"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Sherman School District","","2012-2013","Male","Chronically Absent Students","Percent","9.2"
"Sherman School District","","2013-2014","Female","Chronically Absent Students","Percent","3.6"
"Sherman School District","","2013-2014","Male","Chronically Absent Students","Percent","10.2"
"Sherman School District","","2014-2015","Female","Chronically Absent Students","Percent","6.1"
"Sherman School District","","2014-2015","Male","Chronically Absent Students","Percent","7.5"
"Sherman School District","","2015-2016","Female","Chronically Absent Students","Percent","4.0"
"Sherman School District","","2015-2016","Male","Chronically Absent Students","Percent","7.5"
"Side By Side Charter School District","","2011-2012","Female","Chronically Absent Students","Percent","9.1"
"Side By Side Charter School District","","2011-2012","Male","Chronically Absent Students","Percent","6.0"
"Side By Side Charter School District","","2012-2013","Female","Chronically Absent Students","Percent","8.5"
"Side By Side Charter School District","","2012-2013","Male","Chronically Absent Students","Percent","8.1"
"Side By Side Charter School District","","2013-2014","Female","Chronically Absent Students","Percent","6.5"
"Side By Side Charter School District","","2013-2014","Male","Chronically Absent Students","Percent","5.8"
"Side By Side Charter School District","","2014-2015","Female","Chronically Absent Students","Percent","11.5"
"Side By Side Charter School District","","2014-2015","Male","Chronically Absent Students","Percent","8.2"
"Side By Side Charter School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Side By Side Charter School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Simsbury School District","900368940","2011-2012","Female","Chronically Absent Students","Percent","5.4"
"Simsbury School District","900368940","2011-2012","Male","Chronically Absent Students","Percent","4.1"
"Simsbury School District","900368940","2012-2013","Female","Chronically Absent Students","Percent","7.0"
"Simsbury School District","900368940","2012-2013","Male","Chronically Absent Students","Percent","5.8"
"Simsbury School District","900368940","2013-2014","Female","Chronically Absent Students","Percent","6.5"
"Simsbury School District","900368940","2013-2014","Male","Chronically Absent Students","Percent","5.8"
"Simsbury School District","900368940","2014-2015","Female","Chronically Absent Students","Percent","5.6"
"Simsbury School District","900368940","2014-2015","Male","Chronically Absent Students","Percent","5.1"
"Simsbury School District","900368940","2015-2016","Female","Chronically Absent Students","Percent","5.3"
"Simsbury School District","900368940","2015-2016","Male","Chronically Absent Students","Percent","4.2"
"Somers School District","901369220","2011-2012","Female","Chronically Absent Students","Percent","13.5"
"Somers School District","901369220","2011-2012","Male","Chronically Absent Students","Percent","15.4"
"Somers School District","901369220","2012-2013","Female","Chronically Absent Students","Percent","13.9"
"Somers School District","901369220","2012-2013","Male","Chronically Absent Students","Percent","12.8"
"Somers School District","901369220","2013-2014","Female","Chronically Absent Students","Percent","11.4"
"Somers School District","901369220","2013-2014","Male","Chronically Absent Students","Percent","8.8"
"Somers School District","901369220","2014-2015","Female","Chronically Absent Students","Percent","13.6"
"Somers School District","901369220","2014-2015","Male","Chronically Absent Students","Percent","10.0"
"Somers School District","901369220","2015-2016","Female","Chronically Absent Students","Percent","13.0"
"Somers School District","901369220","2015-2016","Male","Chronically Absent Students","Percent","8.9"
"Southington School District","900370550","2011-2012","Female","Chronically Absent Students","Percent","6.8"
"Southington School District","900370550","2011-2012","Male","Chronically Absent Students","Percent","7.3"
"Southington School District","900370550","2012-2013","Female","Chronically Absent Students","Percent","6.6"
"Southington School District","900370550","2012-2013","Male","Chronically Absent Students","Percent","6.9"
"Southington School District","900370550","2013-2014","Female","Chronically Absent Students","Percent","7.0"
"Southington School District","900370550","2013-2014","Male","Chronically Absent Students","Percent","6.3"
"Southington School District","900370550","2014-2015","Female","Chronically Absent Students","Percent","6.1"
"Southington School District","900370550","2014-2015","Male","Chronically Absent Students","Percent","5.9"
"Southington School District","900370550","2015-2016","Female","Chronically Absent Students","Percent","6.4"
"Southington School District","900370550","2015-2016","Male","Chronically Absent Students","Percent","6.2"
"South Windsor School District","900371390","2011-2012","Female","Chronically Absent Students","Percent","14.6"
"South Windsor School District","900371390","2011-2012","Male","Chronically Absent Students","Percent","14.2"
"South Windsor School District","900371390","2012-2013","Female","Chronically Absent Students","Percent","5.5"
"South Windsor School District","900371390","2012-2013","Male","Chronically Absent Students","Percent","6.1"
"South Windsor School District","900371390","2013-2014","Female","Chronically Absent Students","Percent","3.9"
"South Windsor School District","900371390","2013-2014","Male","Chronically Absent Students","Percent","3.3"
"South Windsor School District","900371390","2014-2015","Female","Chronically Absent Students","Percent","3.4"
"South Windsor School District","900371390","2014-2015","Male","Chronically Absent Students","Percent","4.0"
"South Windsor School District","900371390","2015-2016","Female","Chronically Absent Students","Percent","4.0"
"South Windsor School District","900371390","2015-2016","Male","Chronically Absent Students","Percent","3.9"
"Sprague School District","","2011-2012","Female","Chronically Absent Students","Percent","7.1"
"Sprague School District","","2011-2012","Male","Chronically Absent Students","Percent","8.7"
"Sprague School District","","2012-2013","Female","Chronically Absent Students","Percent","8.6"
"Sprague School District","","2012-2013","Male","Chronically Absent Students","Percent","8.1"
"Sprague School District","","2013-2014","Female","Chronically Absent Students","Percent","10.8"
"Sprague School District","","2013-2014","Male","Chronically Absent Students","Percent","6.0"
"Sprague School District","","2014-2015","Female","Chronically Absent Students","Percent","9.0"
"Sprague School District","","2014-2015","Male","Chronically Absent Students","Percent","14.1"
"Sprague School District","","2015-2016","Female","Chronically Absent Students","Percent","6.2"
"Sprague School District","","2015-2016","Male","Chronically Absent Students","Percent","10.1"
"Stafford School District","901372090","2011-2012","Female","Chronically Absent Students","Percent","7.2"
"Stafford School District","901372090","2011-2012","Male","Chronically Absent Students","Percent","8.5"
"Stafford School District","901372090","2012-2013","Female","Chronically Absent Students","Percent","6.8"
"Stafford School District","901372090","2012-2013","Male","Chronically Absent Students","Percent","7.5"
"Stafford School District","901372090","2013-2014","Female","Chronically Absent Students","Percent","7.7"
"Stafford School District","901372090","2013-2014","Male","Chronically Absent Students","Percent","7.2"
"Stafford School District","901372090","2014-2015","Female","Chronically Absent Students","Percent","8.1"
"Stafford School District","901372090","2014-2015","Male","Chronically Absent Students","Percent","9.2"
"Stafford School District","901372090","2015-2016","Female","Chronically Absent Students","Percent","8.2"
"Stafford School District","901372090","2015-2016","Male","Chronically Absent Students","Percent","7.8"
"Stamford Academy District","","2011-2012","Female","Chronically Absent Students","Percent","0.0"
"Stamford Academy District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"Stamford Academy District","","2012-2013","Female","Chronically Absent Students","Percent","95.0"
"Stamford Academy District","","2012-2013","Male","Chronically Absent Students","Percent","98.9"
"Stamford Academy District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Stamford Academy District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Stamford Academy District","","2014-2015","Female","Chronically Absent Students","Percent","81.8"
"Stamford Academy District","","2014-2015","Male","Chronically Absent Students","Percent","90.7"
"Stamford Academy District","","2015-2016","Female","Chronically Absent Students","Percent","100.0"
"Stamford Academy District","","2015-2016","Male","Chronically Absent Students","Percent","98.7"
"Stamford Charter School for Excellence District","","2011-2012","Female","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","Male","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Female","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","Male","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Female","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","Male","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Female","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Male","Chronically Absent Students","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Stamford Charter School for Excellence District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Stamford School District","900173070","2011-2012","Female","Chronically Absent Students","Percent","9.7"
"Stamford School District","900173070","2011-2012","Male","Chronically Absent Students","Percent","9.5"
"Stamford School District","900173070","2012-2013","Female","Chronically Absent Students","Percent","14.6"
"Stamford School District","900173070","2012-2013","Male","Chronically Absent Students","Percent","14.4"
"Stamford School District","900173070","2013-2014","Female","Chronically Absent Students","Percent","10.1"
"Stamford School District","900173070","2013-2014","Male","Chronically Absent Students","Percent","9.8"
"Stamford School District","900173070","2014-2015","Female","Chronically Absent Students","Percent","14.2"
"Stamford School District","900173070","2014-2015","Male","Chronically Absent Students","Percent","13.7"
"Stamford School District","900173070","2015-2016","Female","Chronically Absent Students","Percent","11.9"
"Stamford School District","900173070","2015-2016","Male","Chronically Absent Students","Percent","11.5"
"Sterling School District","","2011-2012","Female","Chronically Absent Students","Percent","7.8"
"Sterling School District","","2011-2012","Male","Chronically Absent Students","Percent","8.4"
"Sterling School District","","2012-2013","Female","Chronically Absent Students","Percent","3.4"
"Sterling School District","","2012-2013","Male","Chronically Absent Students","Percent","6.4"
"Sterling School District","","2013-2014","Female","Chronically Absent Students","Percent","8.8"
"Sterling School District","","2013-2014","Male","Chronically Absent Students","Percent","5.3"
"Sterling School District","","2014-2015","Female","Chronically Absent Students","Percent","7.7"
"Sterling School District","","2014-2015","Male","Chronically Absent Students","Percent","6.4"
"Sterling School District","","2015-2016","Female","Chronically Absent Students","Percent","7.4"
"Sterling School District","","2015-2016","Male","Chronically Absent Students","Percent","9.6"
"Stonington School District","901173770","2011-2012","Female","Chronically Absent Students","Percent","16.9"
"Stonington School District","901173770","2011-2012","Male","Chronically Absent Students","Percent","16.7"
"Stonington School District","901173770","2012-2013","Female","Chronically Absent Students","Percent","5.7"
"Stonington School District","901173770","2012-2013","Male","Chronically Absent Students","Percent","6.9"
"Stonington School District","901173770","2013-2014","Female","Chronically Absent Students","Percent","8.6"
"Stonington School District","901173770","2013-2014","Male","Chronically Absent Students","Percent","8.9"
"Stonington School District","901173770","2014-2015","Female","Chronically Absent Students","Percent","7.5"
"Stonington School District","901173770","2014-2015","Male","Chronically Absent Students","Percent","9.1"
"Stonington School District","901173770","2015-2016","Female","Chronically Absent Students","Percent","6.4"
"Stonington School District","901173770","2015-2016","Male","Chronically Absent Students","Percent","6.3"
"Stratford School District","900174190","2011-2012","Female","Chronically Absent Students","Percent","9.7"
"Stratford School District","900174190","2011-2012","Male","Chronically Absent Students","Percent","9.0"
"Stratford School District","900174190","2012-2013","Female","Chronically Absent Students","Percent","13.1"
"Stratford School District","900174190","2012-2013","Male","Chronically Absent Students","Percent","11.8"
"Stratford School District","900174190","2013-2014","Female","Chronically Absent Students","Percent","12.2"
"Stratford School District","900174190","2013-2014","Male","Chronically Absent Students","Percent","10.4"
"Stratford School District","900174190","2014-2015","Female","Chronically Absent Students","Percent","11.5"
"Stratford School District","900174190","2014-2015","Male","Chronically Absent Students","Percent","9.0"
"Stratford School District","900174190","2015-2016","Female","Chronically Absent Students","Percent","12.3"
"Stratford School District","900174190","2015-2016","Male","Chronically Absent Students","Percent","11.4"
"Suffield School District","900374540","2011-2012","Female","Chronically Absent Students","Percent","7.7"
"Suffield School District","900374540","2011-2012","Male","Chronically Absent Students","Percent","7.5"
"Suffield School District","900374540","2012-2013","Female","Chronically Absent Students","Percent","6.3"
"Suffield School District","900374540","2012-2013","Male","Chronically Absent Students","Percent","5.2"
"Suffield School District","900374540","2013-2014","Female","Chronically Absent Students","Percent","7.3"
"Suffield School District","900374540","2013-2014","Male","Chronically Absent Students","Percent","6.2"
"Suffield School District","900374540","2014-2015","Female","Chronically Absent Students","Percent","1.3"
"Suffield School District","900374540","2014-2015","Male","Chronically Absent Students","Percent","1.1"
"Suffield School District","900374540","2015-2016","Female","Chronically Absent Students","Percent","6.1"
"Suffield School District","900374540","2015-2016","Male","Chronically Absent Students","Percent","6.1"
"The Bridge Academy District","","2011-2012","Female","Chronically Absent Students","Percent","4.3"
"The Bridge Academy District","","2011-2012","Male","Chronically Absent Students","Percent","-9999"
"The Bridge Academy District","","2012-2013","Female","Chronically Absent Students","Percent","6.6"
"The Bridge Academy District","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"The Bridge Academy District","","2013-2014","Female","Chronically Absent Students","Percent","10.9"
"The Bridge Academy District","","2013-2014","Male","Chronically Absent Students","Percent","5.6"
"The Bridge Academy District","","2014-2015","Female","Chronically Absent Students","Percent","7.9"
"The Bridge Academy District","","2014-2015","Male","Chronically Absent Students","Percent","7.4"
"The Bridge Academy District","","2015-2016","Female","Chronically Absent Students","Percent","9.7"
"The Bridge Academy District","","2015-2016","Male","Chronically Absent Students","Percent","7.3"
"The Gilbert School District","","2011-2012","Female","Chronically Absent Students","Percent","11.1"
"The Gilbert School District","","2011-2012","Male","Chronically Absent Students","Percent","14.7"
"The Gilbert School District","","2012-2013","Female","Chronically Absent Students","Percent","15.3"
"The Gilbert School District","","2012-2013","Male","Chronically Absent Students","Percent","14.6"
"The Gilbert School District","","2013-2014","Female","Chronically Absent Students","Percent","20.2"
"The Gilbert School District","","2013-2014","Male","Chronically Absent Students","Percent","12.6"
"The Gilbert School District","","2014-2015","Female","Chronically Absent Students","Percent","23.3"
"The Gilbert School District","","2014-2015","Male","Chronically Absent Students","Percent","23.5"
"The Gilbert School District","","2015-2016","Female","Chronically Absent Students","Percent","4.7"
"The Gilbert School District","","2015-2016","Male","Chronically Absent Students","Percent","5.1"
"Thomaston School District","900575730","2011-2012","Female","Chronically Absent Students","Percent","5.5"
"Thomaston School District","900575730","2011-2012","Male","Chronically Absent Students","Percent","6.3"
"Thomaston School District","900575730","2012-2013","Female","Chronically Absent Students","Percent","6.0"
"Thomaston School District","900575730","2012-2013","Male","Chronically Absent Students","Percent","7.4"
"Thomaston School District","900575730","2013-2014","Female","Chronically Absent Students","Percent","5.6"
"Thomaston School District","900575730","2013-2014","Male","Chronically Absent Students","Percent","5.4"
"Thomaston School District","900575730","2014-2015","Female","Chronically Absent Students","Percent","6.5"
"Thomaston School District","900575730","2014-2015","Male","Chronically Absent Students","Percent","7.1"
"Thomaston School District","900575730","2015-2016","Female","Chronically Absent Students","Percent","6.6"
"Thomaston School District","900575730","2015-2016","Male","Chronically Absent Students","Percent","7.5"
"Thompson School District","901575870","2011-2012","Female","Chronically Absent Students","Percent","11.6"
"Thompson School District","901575870","2011-2012","Male","Chronically Absent Students","Percent","12.1"
"Thompson School District","901575870","2012-2013","Female","Chronically Absent Students","Percent","8.3"
"Thompson School District","901575870","2012-2013","Male","Chronically Absent Students","Percent","8.3"
"Thompson School District","901575870","2013-2014","Female","Chronically Absent Students","Percent","4.9"
"Thompson School District","901575870","2013-2014","Male","Chronically Absent Students","Percent","6.5"
"Thompson School District","901575870","2014-2015","Female","Chronically Absent Students","Percent","5.4"
"Thompson School District","901575870","2014-2015","Male","Chronically Absent Students","Percent","5.7"
"Thompson School District","901575870","2015-2016","Female","Chronically Absent Students","Percent","7.2"
"Thompson School District","901575870","2015-2016","Male","Chronically Absent Students","Percent","8.2"
"Tolland School District","901376290","2011-2012","Female","Chronically Absent Students","Percent","5.7"
"Tolland School District","901376290","2011-2012","Male","Chronically Absent Students","Percent","5.9"
"Tolland School District","901376290","2012-2013","Female","Chronically Absent Students","Percent","4.6"
"Tolland School District","901376290","2012-2013","Male","Chronically Absent Students","Percent","6.7"
"Tolland School District","901376290","2013-2014","Female","Chronically Absent Students","Percent","3.3"
"Tolland School District","901376290","2013-2014","Male","Chronically Absent Students","Percent","3.5"
"Tolland School District","901376290","2014-2015","Female","Chronically Absent Students","Percent","4.7"
"Tolland School District","901376290","2014-2015","Male","Chronically Absent Students","Percent","4.1"
"Tolland School District","901376290","2015-2016","Female","Chronically Absent Students","Percent","5.3"
"Tolland School District","901376290","2015-2016","Male","Chronically Absent Students","Percent","4.4"
"Torrington School District","900576570","2011-2012","Female","Chronically Absent Students","Percent","14.1"
"Torrington School District","900576570","2011-2012","Male","Chronically Absent Students","Percent","14.1"
"Torrington School District","900576570","2012-2013","Female","Chronically Absent Students","Percent","13.8"
"Torrington School District","900576570","2012-2013","Male","Chronically Absent Students","Percent","14.0"
"Torrington School District","900576570","2013-2014","Female","Chronically Absent Students","Percent","13.8"
"Torrington School District","900576570","2013-2014","Male","Chronically Absent Students","Percent","14.6"
"Torrington School District","900576570","2014-2015","Female","Chronically Absent Students","Percent","10.4"
"Torrington School District","900576570","2014-2015","Male","Chronically Absent Students","Percent","11.1"
"Torrington School District","900576570","2015-2016","Female","Chronically Absent Students","Percent","9.5"
"Torrington School District","900576570","2015-2016","Male","Chronically Absent Students","Percent","10.0"
"Trailblazers Academy District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Trailblazers Academy District","","2011-2012","Male","Chronically Absent Students","Percent","10.3"
"Trailblazers Academy District","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Trailblazers Academy District","","2012-2013","Male","Chronically Absent Students","Percent","-9999"
"Trailblazers Academy District","","2013-2014","Female","Chronically Absent Students","Percent","0.0"
"Trailblazers Academy District","","2013-2014","Male","Chronically Absent Students","Percent","0.0"
"Trailblazers Academy District","","2014-2015","Female","Chronically Absent Students","Percent","63.3"
"Trailblazers Academy District","","2014-2015","Male","Chronically Absent Students","Percent","68.0"
"Trailblazers Academy District","","2015-2016","Female","Chronically Absent Students","Percent","19.7"
"Trailblazers Academy District","","2015-2016","Male","Chronically Absent Students","Percent","17.6"
"Trumbull School District","900177200","2011-2012","Female","Chronically Absent Students","Percent","6.4"
"Trumbull School District","900177200","2011-2012","Male","Chronically Absent Students","Percent","5.7"
"Trumbull School District","900177200","2012-2013","Female","Chronically Absent Students","Percent","3.6"
"Trumbull School District","900177200","2012-2013","Male","Chronically Absent Students","Percent","4.6"
"Trumbull School District","900177200","2013-2014","Female","Chronically Absent Students","Percent","2.0"
"Trumbull School District","900177200","2013-2014","Male","Chronically Absent Students","Percent","2.3"
"Trumbull School District","900177200","2014-2015","Female","Chronically Absent Students","Percent","3.7"
"Trumbull School District","900177200","2014-2015","Male","Chronically Absent Students","Percent","3.2"
"Trumbull School District","900177200","2015-2016","Female","Chronically Absent Students","Percent","4.8"
"Trumbull School District","900177200","2015-2016","Male","Chronically Absent Students","Percent","4.9"
"Unified School District #1","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Unified School District #1","","2011-2012","Male","Chronically Absent Students","Percent","49.3"
"Unified School District #1","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Unified School District #1","","2012-2013","Male","Chronically Absent Students","Percent","44.3"
"Unified School District #1","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Unified School District #1","","2013-2014","Male","Chronically Absent Students","Percent","22.5"
"Unified School District #1","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Unified School District #1","","2014-2015","Male","Chronically Absent Students","Percent","32.5"
"Unified School District #1","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Unified School District #1","","2015-2016","Male","Chronically Absent Students","Percent","34.8"
"Unified School District #2","","2011-2012","Female","Chronically Absent Students","Percent","33.9"
"Unified School District #2","","2011-2012","Male","Chronically Absent Students","Percent","14.9"
"Unified School District #2","","2012-2013","Female","Chronically Absent Students","Percent","33.9"
"Unified School District #2","","2012-2013","Male","Chronically Absent Students","Percent","17.9"
"Unified School District #2","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Unified School District #2","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Unified School District #2","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Unified School District #2","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Unified School District #2","","2015-2016","Female","Chronically Absent Students","Percent","13.2"
"Unified School District #2","","2015-2016","Male","Chronically Absent Students","Percent","6.9"
"Union School District","","2011-2012","Female","Chronically Absent Students","Percent","0.0"
"Union School District","","2011-2012","Male","Chronically Absent Students","Percent","0.0"
"Union School District","","2012-2013","Female","Chronically Absent Students","Percent","0.0"
"Union School District","","2012-2013","Male","Chronically Absent Students","Percent","0.0"
"Union School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Union School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Union School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Union School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Union School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Union School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Vernon School District","901378250","2011-2012","Female","Chronically Absent Students","Percent","9.2"
"Vernon School District","901378250","2011-2012","Male","Chronically Absent Students","Percent","10.8"
"Vernon School District","901378250","2012-2013","Female","Chronically Absent Students","Percent","7.0"
"Vernon School District","901378250","2012-2013","Male","Chronically Absent Students","Percent","9.1"
"Vernon School District","901378250","2013-2014","Female","Chronically Absent Students","Percent","7.3"
"Vernon School District","901378250","2013-2014","Male","Chronically Absent Students","Percent","7.2"
"Vernon School District","901378250","2014-2015","Female","Chronically Absent Students","Percent","9.2"
"Vernon School District","901378250","2014-2015","Male","Chronically Absent Students","Percent","8.8"
"Vernon School District","901378250","2015-2016","Female","Chronically Absent Students","Percent","9.7"
"Vernon School District","901378250","2015-2016","Male","Chronically Absent Students","Percent","10.4"
"Voluntown School District","","2011-2012","Female","Chronically Absent Students","Percent","6.6"
"Voluntown School District","","2011-2012","Male","Chronically Absent Students","Percent","9.1"
"Voluntown School District","","2012-2013","Female","Chronically Absent Students","Percent","6.9"
"Voluntown School District","","2012-2013","Male","Chronically Absent Students","Percent","10.9"
"Voluntown School District","","2013-2014","Female","Chronically Absent Students","Percent","10.4"
"Voluntown School District","","2013-2014","Male","Chronically Absent Students","Percent","8.2"
"Voluntown School District","","2014-2015","Female","Chronically Absent Students","Percent","8.6"
"Voluntown School District","","2014-2015","Male","Chronically Absent Students","Percent","4.9"
"Voluntown School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Voluntown School District","","2015-2016","Male","Chronically Absent Students","Percent","4.5"
"Wallingford School District","900978740","2011-2012","Female","Chronically Absent Students","Percent","10.9"
"Wallingford School District","900978740","2011-2012","Male","Chronically Absent Students","Percent","11.6"
"Wallingford School District","900978740","2012-2013","Female","Chronically Absent Students","Percent","9.6"
"Wallingford School District","900978740","2012-2013","Male","Chronically Absent Students","Percent","9.7"
"Wallingford School District","900978740","2013-2014","Female","Chronically Absent Students","Percent","5.5"
"Wallingford School District","900978740","2013-2014","Male","Chronically Absent Students","Percent","5.7"
"Wallingford School District","900978740","2014-2015","Female","Chronically Absent Students","Percent","4.9"
"Wallingford School District","900978740","2014-2015","Male","Chronically Absent Students","Percent","5.4"
"Wallingford School District","900978740","2015-2016","Female","Chronically Absent Students","Percent","4.9"
"Wallingford School District","900978740","2015-2016","Male","Chronically Absent Students","Percent","5.4"
"Waterbury School District","900980070","2011-2012","Female","Chronically Absent Students","Percent","17.9"
"Waterbury School District","900980070","2011-2012","Male","Chronically Absent Students","Percent","18.3"
"Waterbury School District","900980070","2012-2013","Female","Chronically Absent Students","Percent","19.4"
"Waterbury School District","900980070","2012-2013","Male","Chronically Absent Students","Percent","20.2"
"Waterbury School District","900980070","2013-2014","Female","Chronically Absent Students","Percent","20.0"
"Waterbury School District","900980070","2013-2014","Male","Chronically Absent Students","Percent","21.2"
"Waterbury School District","900980070","2014-2015","Female","Chronically Absent Students","Percent","17.3"
"Waterbury School District","900980070","2014-2015","Male","Chronically Absent Students","Percent","19.8"
"Waterbury School District","900980070","2015-2016","Female","Chronically Absent Students","Percent","15.0"
"Waterbury School District","900980070","2015-2016","Male","Chronically Absent Students","Percent","17.5"
"Waterford School District","901180280","2011-2012","Female","Chronically Absent Students","Percent","7.4"
"Waterford School District","901180280","2011-2012","Male","Chronically Absent Students","Percent","6.9"
"Waterford School District","901180280","2012-2013","Female","Chronically Absent Students","Percent","7.5"
"Waterford School District","901180280","2012-2013","Male","Chronically Absent Students","Percent","7.5"
"Waterford School District","901180280","2013-2014","Female","Chronically Absent Students","Percent","7.0"
"Waterford School District","901180280","2013-2014","Male","Chronically Absent Students","Percent","4.7"
"Waterford School District","901180280","2014-2015","Female","Chronically Absent Students","Percent","7.0"
"Waterford School District","901180280","2014-2015","Male","Chronically Absent Students","Percent","4.8"
"Waterford School District","901180280","2015-2016","Female","Chronically Absent Students","Percent","6.4"
"Waterford School District","901180280","2015-2016","Male","Chronically Absent Students","Percent","5.0"
"Watertown School District","900580490","2011-2012","Female","Chronically Absent Students","Percent","11.5"
"Watertown School District","900580490","2011-2012","Male","Chronically Absent Students","Percent","11.2"
"Watertown School District","900580490","2012-2013","Female","Chronically Absent Students","Percent","10.7"
"Watertown School District","900580490","2012-2013","Male","Chronically Absent Students","Percent","9.8"
"Watertown School District","900580490","2013-2014","Female","Chronically Absent Students","Percent","11.5"
"Watertown School District","900580490","2013-2014","Male","Chronically Absent Students","Percent","9.3"
"Watertown School District","900580490","2014-2015","Female","Chronically Absent Students","Percent","11.0"
"Watertown School District","900580490","2014-2015","Male","Chronically Absent Students","Percent","7.8"
"Watertown School District","900580490","2015-2016","Female","Chronically Absent Students","Percent","8.4"
"Watertown School District","900580490","2015-2016","Male","Chronically Absent Students","Percent","7.4"
"Westbrook School District","900781680","2011-2012","Female","Chronically Absent Students","Percent","5.4"
"Westbrook School District","900781680","2011-2012","Male","Chronically Absent Students","Percent","5.2"
"Westbrook School District","900781680","2012-2013","Female","Chronically Absent Students","Percent","5.5"
"Westbrook School District","900781680","2012-2013","Male","Chronically Absent Students","Percent","8.8"
"Westbrook School District","900781680","2013-2014","Female","Chronically Absent Students","Percent","5.9"
"Westbrook School District","900781680","2013-2014","Male","Chronically Absent Students","Percent","4.0"
"Westbrook School District","900781680","2014-2015","Female","Chronically Absent Students","Percent","4.9"
"Westbrook School District","900781680","2014-2015","Male","Chronically Absent Students","Percent","2.7"
"Westbrook School District","900781680","2015-2016","Female","Chronically Absent Students","Percent","5.0"
"Westbrook School District","900781680","2015-2016","Male","Chronically Absent Students","Percent","3.9"
"West Hartford School District","900382590","2011-2012","Female","Chronically Absent Students","Percent","5.9"
"West Hartford School District","900382590","2011-2012","Male","Chronically Absent Students","Percent","5.1"
"West Hartford School District","900382590","2012-2013","Female","Chronically Absent Students","Percent","6.1"
"West Hartford School District","900382590","2012-2013","Male","Chronically Absent Students","Percent","5.8"
"West Hartford School District","900382590","2013-2014","Female","Chronically Absent Students","Percent","4.8"
"West Hartford School District","900382590","2013-2014","Male","Chronically Absent Students","Percent","5.4"
"West Hartford School District","900382590","2014-2015","Female","Chronically Absent Students","Percent","5.3"
"West Hartford School District","900382590","2014-2015","Male","Chronically Absent Students","Percent","5.3"
"West Hartford School District","900382590","2015-2016","Female","Chronically Absent Students","Percent","5.5"
"West Hartford School District","900382590","2015-2016","Male","Chronically Absent Students","Percent","5.2"
"West Haven School District","900982870","2011-2012","Female","Chronically Absent Students","Percent","12.7"
"West Haven School District","900982870","2011-2012","Male","Chronically Absent Students","Percent","16.0"
"West Haven School District","900982870","2012-2013","Female","Chronically Absent Students","Percent","16.0"
"West Haven School District","900982870","2012-2013","Male","Chronically Absent Students","Percent","17.1"
"West Haven School District","900982870","2013-2014","Female","Chronically Absent Students","Percent","14.7"
"West Haven School District","900982870","2013-2014","Male","Chronically Absent Students","Percent","14.9"
"West Haven School District","900982870","2014-2015","Female","Chronically Absent Students","Percent","16.7"
"West Haven School District","900982870","2014-2015","Male","Chronically Absent Students","Percent","15.9"
"West Haven School District","900982870","2015-2016","Female","Chronically Absent Students","Percent","11.2"
"West Haven School District","900982870","2015-2016","Male","Chronically Absent Students","Percent","11.5"
"Weston School District","900183430","2011-2012","Female","Chronically Absent Students","Percent","13.6"
"Weston School District","900183430","2011-2012","Male","Chronically Absent Students","Percent","8.7"
"Weston School District","900183430","2012-2013","Female","Chronically Absent Students","Percent","8.6"
"Weston School District","900183430","2012-2013","Male","Chronically Absent Students","Percent","7.0"
